;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79827eb040b1b36623d82e7f0ea06200;527676fa1c791f44e2eef1579abf401e;1;NULL;"nao recebi Cesta decorativa com trio de bolas qto aos ESPELHOS DECORATIVOS,O PRODUTO NAO É ESPELHO E SIM UM PRODUTO PLASTIFICADO,PROPAGANDA ENGANOSA,QUERIA MEU DINHEIRO DE VOLTA!	NULL	NULL";;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ff1b17c14d325000c4e2e54afd18c2f0;180956bcbdf2ff42e547ec8dec11ed1f;1;NULL;"o único produto que chegou nesse pedido foi a ""Bola Medicine Slam Ball Para Crossfit 10 Kg Liveup Ls3004-10"". como será resolvido a questão dos outros materias?	NULL	NULL";;;;;;;;;;;;;;;;;;;;;;;;;;
